SITE,METHOD,OBS_YEAR,SITEVISITID,DATE_,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,HABITAT_CODE,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,BENTHIC_SEC_CODE,SITE_MIN_DEPTH_FT,SITE_MAX_DEPTH_FT,CLIMATE_STATION_YN,PERM_SITE,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
GAR-00108,nSPC,2011,4145,NA,NWHI,Gardner,Forereef,Mid,PAV,24.99928,-168.00204,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00113,nSPC,2011,4139,NA,NWHI,Gardner,Forereef,Deep,PAV,24.99629,-168.0098,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00115,nSPC,2011,4141,NA,NWHI,Gardner,Forereef,Mid,PAV,24.99981,-168.99803,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00116,nSPC,2011,4142,NA,NWHI,Gardner,Forereef,Mid,PAV,25.00101,-168.99898,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00120,nSPC,2011,4137,NA,NWHI,Gardner,Forereef,Deep,PAV,24.99998,-168.00591,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00121,nSPC,2011,4138,NA,NWHI,Gardner,Forereef,Deep,PAV,24.99852,-168.00299,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00122,nSPC,2011,4146,NA,NWHI,Gardner,Forereef,Mid,SAG,24.99856,-168.00093,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00123,nSPC,2011,4143,NA,NWHI,Gardner,Forereef,Mid,SAG,24.99874,-168.0004,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GAR-00124,nSPC,2011,4135,NA,NWHI,Gardner,Forereef,Shallow,ROB,24.99907,-167.99995,0,Gardner,0,0,RANDOM,RAMP_BASIC,2010-12,NA,NA,GAR,NA,NA,0,0,NA,
GUA-00003,nSPC,2009,1824,0004-07-09,MARIAN,Guam,Forereef,Mid,UNK,13.24158,144.70282,0,GUA_ACHANG,145778,161885,HAPHAZARD,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00228,nSPC,2011,3824,0005-07-11,MARIAN,Guam,Forereef,Mid,AGR,13.24185837,144.7150304,0,GUA_ACHANG,149383,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00333,nSPC,2011,3826,0005-07-11,MARIAN,Guam,Forereef,Mid,AGR,13.24042104,144.6973016,0,GUA_ACHANG,142582,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00470,nSPC,2011,3822,0005-07-11,MARIAN,Guam,Forereef,Shallow,MIX,13.24405015,144.7140063,0,GUA_ACHANG,150096,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00579,nSPC,2011,3823,0005-07-11,MARIAN,Guam,Forereef,Shallow,ROB,13.24169174,144.6935272,0,GUA_ACHANG,142036,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00644,nSPC,2011,3825,0005-07-11,MARIAN,Guam,Forereef,Shallow,AGR,13.24182174,144.7021657,0,GUA_ACHANG,145725,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01145,nSPC,2014,7374,NA,MARIAN,Guam,Forereef,Deep,PAV,13.24175703,144.7159429,0,GUA_ACHANG,22014,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01146,nSPC,2014,7404,0010-05-14,MARIAN,Guam,Forereef,Deep,AGR,13.24055096,144.7066532,0,GUA_ACHANG,21050,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01147,nSPC,2014,7372,NA,MARIAN,Guam,Forereef,Deep,AGR,13.2401871,144.7090573,0,GUA_ACHANG,21125,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01148,nSPC,2014,7375,NA,MARIAN,Guam,Forereef,Deep,AGR,13.23960347,144.7024407,0,GUA_ACHANG,20675,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01151,nSPC,2014,7403,0010-05-14,MARIAN,Guam,Forereef,Deep,AGR,13.24110559,144.7153315,0,GUA_ACHANG,21824,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01156,nSPC,2014,7373,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24080057,144.7038539,0,GUA_ACHANG,20952,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01159,nSPC,2014,7376,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24031568,144.6989525,0,GUA_ACHANG,20583,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01160,nSPC,2014,7369,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24119989,144.7073594,0,GUA_ACHANG,21209,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01166,nSPC,2014,7380,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24014955,144.6995307,0,GUA_ACHANG,20590,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01167,nSPC,2014,7368,NA,MARIAN,Guam,Forereef,Mid,PAV,13.24087777,144.711776,0,GUA_ACHANG,21452,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01171,nSPC,2014,7407,0010-05-14,MARIAN,Guam,Forereef,Mid,AGR,13.24150415,144.704575,0,GUA_ACHANG,21104,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01179,nSPC,2014,7365,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24485691,144.7186988,0,GUA_ACHANG,22667,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01182,nSPC,2014,7406,0010-05-14,MARIAN,Guam,Forereef,Mid,AGR,13.24158059,144.7095064,0,GUA_ACHANG,21446,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01183,nSPC,2014,7405,0010-05-14,MARIAN,Guam,Forereef,Mid,AGR,13.24343769,144.715186,0,GUA_ACHANG,22312,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01185,nSPC,2014,7370,NA,MARIAN,Guam,Forereef,Shallow,AGR,13.24106603,144.701416,0,GUA_ACHANG,20876,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01191,nSPC,2014,7378,NA,MARIAN,Guam,Forereef,Shallow,AGR,13.24115572,144.6993153,0,GUA_ACHANG,20804,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01193,nSPC,2014,7377,NA,MARIAN,Guam,Forereef,Mid,AGR,13.23930466,144.69993,0,GUA_ACHANG,20442,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01197,nSPC,2014,7379,NA,MARIAN,Guam,Forereef,Shallow,AGR,13.24108019,144.6951384,0,GUA_ACHANG,20591,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01202,nSPC,2014,7371,NA,MARIAN,Guam,Forereef,Shallow,AGR,13.24155511,144.7027728,0,GUA_ACHANG,21016,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01203,nSPC,2014,7381,NA,MARIAN,Guam,Forereef,Shallow,AGR,13.24196842,144.7070559,0,GUA_ACHANG,21356,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01301,nSPC,2014,7429,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24143,144.70323,0,GUA_ACHANG,21017,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01302,nSPC,2014,7430,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24101,144.70282,0,GUA_ACHANG,20941,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01303,nSPC,2014,7431,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24126,144.70511,0,GUA_ACHANG,21091,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01304,nSPC,2014,7432,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24155,144.70546,0,GUA_ACHANG,21165,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01305,nSPC,2014,7433,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24113,144.70784,0,GUA_ACHANG,21230,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01306,nSPC,2014,7434,NA,MARIAN,Guam,Forereef,Mid,AGR,13.23984,144.70201,0,GUA_ACHANG,20693,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01307,nSPC,2014,7435,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24164,144.7106,0,GUA_ACHANG,21548,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01308,nSPC,2014,7436,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24108,144.7074,0,GUA_ACHANG,21190,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01309,nSPC,2014,7437,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24146,144.70703,0,GUA_ACHANG,21239,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01310,nSPC,2014,7438,NA,MARIAN,Guam,Forereef,Mid,AGR,0,0,0,GUA_ACHANG,21301,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01311,nSPC,2014,7439,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24117,144.70831,0,GUA_ACHANG,21268,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01312,nSPC,2014,7440,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24192,144.71138,0,GUA_ACHANG,21695,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-01387,CORALBELT_METHOD_E_F,2014,6586,NA,MARIAN,Guam,Forereef,Deep,PAV,13.23873636,144.7001649,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2014,NA,NA,GUA_EAST,59,64,0,0,0,
GUA-01446,CORALBELT_METHOD_E_F,2014,6643,NA,MARIAN,Guam,Forereef,Deep,AGR,13.46553541,144.8568747,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2014,NA,NA,GUA_EAST,72,70,0,0,0,
GUA-01642,nSPC,2017,10669,0005-07-17,MARIAN,Guam,Forereef,Shallow,AGR,13.246377,144.7189,0,GUA_ACHANG,22889,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01646,nSPC,2017,10664,0005-07-17,MARIAN,Guam,Forereef,Shallow,AGR,13.241914,144.702539,0,GUA_ACHANG,21085,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01649,nSPC,2017,10653,0005-06-17,MARIAN,Guam,Forereef,Mid,PAV,13.243568,144.715691,0,GUA_ACHANG,22338,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01651,nSPC,2017,10654,0005-06-17,MARIAN,Guam,Forereef,Deep,AGR,13.240796,144.704281,0,GUA_ACHANG,20969,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01653,nSPC,2017,10649,0005-06-17,MARIAN,Guam,Forereef,Mid,AGR,13.240147,144.695985,0,GUA_ACHANG,20347,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01661,nSPC,2017,10648,0005-06-17,MARIAN,Guam,Forereef,Deep,AGR,13.238751,144.700778,0,GUA_ACHANG,20392,161885,RANDOM,MARI2011,2017,NA,NA,GUA_EAST,NA,NA,0,0,NA,
GUA-01851,CORALBELT_METHOD_E_F,2017,10655,0005-06-17,MARIAN,Guam,Forereef,Deep,PAV,13.24045,144.712633,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2017,NA,NA,GUA_EAST,64,71,0,0,0,
GUA-01859,CORALBELT_METHOD_E_F,2017,10656,0005-06-17,MARIAN,Guam,Forereef,Mid,AGR,13.240563,144.701389,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2017,NA,NA,GUA_EAST,35,43,0,0,0,
GUA-01864,CORALBELT_METHOD_E_F,2017,10674,0005-07-17,MARIAN,Guam,Forereef,Shallow,AGR,13.244094,144.714506,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2017,NA,NA,GUA_EAST,14,20,0,0,0,
GUA-01869,CORALBELT_METHOD_E_F,2017,10657,0005-06-17,MARIAN,Guam,Forereef,Shallow,AGR,13.245541,144.717388,0,GUA_ACHANG,NA,NA,RANDOM,BENTHIC_BASIC,2017,NA,NA,GUA_EAST,13,20,0,0,0,
GUA-00008,nSPC,2009,1830,0004-08-09,MARIAN,Guam,Forereef,Mid,UNK,13.4888,144.877467,0,GUA_EAST_OPEN,159358,165021,HAPHAZARD,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00009,nSPC,2009,1818,0004-06-09,MARIAN,Guam,Forereef,Mid,UNK,13.6326,144.89278,0,GUA_EAST_OPEN,155294,210423,HAPHAZARD,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00013,nSPC,2009,1825,0004-07-09,MARIAN,Guam,Forereef,Mid,UNK,13.29163333,144.7677,0,GUA_EAST_OPEN,159357,161885,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00014,nSPC,2009,1831,0004-08-09,MARIAN,Guam,Forereef,Mid,UNK,13.5158,144.9164833,0,GUA_EAST_OPEN,159358,180835,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00054,nSPC,2009,1820,0004-06-09,MARIAN,Guam,Forereef,Deep,UNK,13.64472507,144.8844126,0,GUA_EAST_OPEN,154989,210950,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00057,nSPC,2009,1826,0004-07-09,MARIAN,Guam,Forereef,Deep,UNK,13.3076175,144.7770676,0,GUA_EAST_OPEN,159358,161885,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00058,nSPC,2009,1827,0004-07-09,MARIAN,Guam,Forereef,Shallow,UNK,13.246759,144.721177,0,GUA_EAST_OPEN,151997,161885,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00061,nSPC,2009,1832,0004-08-09,MARIAN,Guam,Forereef,Deep,UNK,13.547044,144.939451,0,GUA_EAST_OPEN,156843,193141,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00062,nSPC,2009,1833,0004-08-09,MARIAN,Guam,Forereef,Shallow,UNK,13.504352,144.8924987,0,GUA_EAST_OPEN,159358,170306,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00063,nSPC,2009,1834,0004-08-09,MARIAN,Guam,Forereef,Deep,UNK,13.37681187,144.7787045,0,GUA_EAST_OPEN,159358,164422,RANDOM,RAMP_BASIC,2009,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00083,nSPC,2011,3796,0005-05-11,MARIAN,Guam,Forereef,Deep,SAG,13.5064225,144.899066,0,GUA_EAST_OPEN,159358,171714,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00122,nSPC,2011,3977,NA,MARIAN,Guam,Forereef,Deep,AGR,13.62883,144.89804,0,GUA_EAST_OPEN,155293,210387,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00126,nSPC,2011,3818,0005-07-11,MARIAN,Guam,Forereef,Deep,PAV,13.32785217,144.777844,0,GUA_EAST_OPEN,159358,161887,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00136,nSPC,2011,3819,0005-07-11,MARIAN,Guam,Forereef,Deep,MIX,13.31161181,144.7741797,0,GUA_EAST_OPEN,159358,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00140,nSPC,2011,3786,0005-05-11,MARIAN,Guam,Forereef,Deep,AGR,13.53079062,144.9331843,0,GUA_EAST_OPEN,158068,189991,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00146,nSPC,2011,3974,NA,MARIAN,Guam,Forereef,Deep,AGR,13.6467,144.88486,0,GUA_EAST_OPEN,154687,211218,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00176,nSPC,2011,3972,NA,MARIAN,Guam,Forereef,Deep,MIX,13.65516,144.87621,0,GUA_EAST_OPEN,153973,211542,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00189,nSPC,2011,3791,0005-05-11,MARIAN,Guam,Forereef,Mid,MIX,13.34326406,144.7757075,0,GUA_EAST_OPEN,159358,161896,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00199,nSPC,2011,3810,0005-06-11,MARIAN,Guam,Forereef,Mid,PAV,13.63937021,144.8880506,0,GUA_EAST_OPEN,155155,210628,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00214,nSPC,2011,3798,0005-05-11,MARIAN,Guam,Forereef,Mid,MIX,13.45801659,144.8415725,0,GUA_EAST_OPEN,159358,165021,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00245,nSPC,2011,3788,0005-05-11,MARIAN,Guam,Forereef,Mid,PAV,13.46950902,144.8593297,0,GUA_EAST_OPEN,159358,165021,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00253,nSPC,2011,3809,0005-06-11,MARIAN,Guam,Forereef,Shallow,MIX,13.62393242,144.9008731,0,GUA_EAST_OPEN,155423,210275,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00255,nSPC,2011,3932,NA,MARIAN,Guam,Forereef,Deep,AGR,13.22989,144.6387,0,GUA_EAST_OPEN,115389,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00269,nSPC,2011,3804,0005-06-11,MARIAN,Guam,Forereef,Mid,AGR,13.54195003,144.9357235,0,GUA_EAST_OPEN,157228,191952,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00275,nSPC,2011,3973,NA,MARIAN,Guam,Forereef,Mid,AGR,13.64855,144.87935,0,GUA_EAST_OPEN,154805,211096,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00306,nSPC,2011,3975,NA,MARIAN,Guam,Forereef,Mid,MIX,13.65253,144.87572,0,GUA_EAST_OPEN,154529,211344,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00343,nSPC,2011,3821,0005-07-11,MARIAN,Guam,Forereef,Mid,PAV,13.26884592,144.7479111,0,GUA_EAST_OPEN,159356,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00348,nSPC,2011,3797,0005-05-11,MARIAN,Guam,Forereef,Mid,SAG,13.4890816,144.879471,0,GUA_EAST_OPEN,159358,165021,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00361,nSPC,2011,3787,0005-05-11,MARIAN,Guam,Forereef,Mid,MIX,13.50471142,144.892803,0,GUA_EAST_OPEN,159358,170421,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00436,nSPC,2011,3800,0005-05-11,MARIAN,Guam,Forereef,Mid,SAG,13.39291871,144.7807065,0,GUA_EAST_OPEN,159358,164965,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00454,nSPC,2011,3827,0005-07-11,MARIAN,Guam,Forereef,Shallow,AGR,13.24060628,144.6864547,0,GUA_EAST_OPEN,138893,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00468,nSPC,2011,3789,0005-05-11,MARIAN,Guam,Forereef,Shallow,PAV,13.44205476,144.8219563,0,GUA_EAST_OPEN,159358,165021,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00488,nSPC,2011,3799,0005-05-11,MARIAN,Guam,Forereef,Shallow,PAV,13.42613267,144.8061635,0,GUA_EAST_OPEN,159358,165021,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00510,nSPC,2011,3792,0005-05-11,MARIAN,Guam,Forereef,Shallow,AGR,13.41880839,144.7916766,0,GUA_EAST_OPEN,159358,165016,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00527,nSPC,2011,3820,0005-07-11,MARIAN,Guam,Forereef,Shallow,AGR,13.29369172,144.7686773,0,GUA_EAST_OPEN,159357,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00552,nSPC,2011,3828,0005-07-11,MARIAN,Guam,Forereef,Shallow,AGR,13.2394277,144.6646314,0,GUA_EAST_OPEN,127736,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00583,nSPC,2011,3978,NA,MARIAN,Guam,Forereef,Shallow,SAG,13.64085,144.88577,0,GUA_EAST_OPEN,155152,210640,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00595,nSPC,2011,3801,0005-05-11,MARIAN,Guam,Forereef,Shallow,MIX,13.35060921,144.7756377,0,GUA_EAST_OPEN,159358,161901,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00600,nSPC,2011,3829,0005-07-11,MARIAN,Guam,Forereef,Shallow,AGR,13.23221046,144.6477461,0,GUA_EAST_OPEN,118055,161885,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00617,nSPC,2011,3790,0005-05-11,MARIAN,Guam,Forereef,Shallow,MIX,13.37275445,144.7767706,0,GUA_EAST_OPEN,159358,164061,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00630,nSPC,2011,3979,NA,MARIAN,Guam,Forereef,Shallow,SAG,13.65039,144.8761,0,GUA_EAST_OPEN,154740,211112,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00647,nSPC,2011,3976,NA,MARIAN,Guam,Forereef,Shallow,MIX,13.62654,144.89825,0,GUA_EAST_OPEN,155406,210310,RANDOM,MARI2011,2011,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00944,nSPC,2014,6633,NA,MARIAN,Guam,Forereef,Deep,AGR,13.46689839,144.8589869,0,GUA_EAST_OPEN,144722,165021,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00945,nSPC,2014,6637,NA,MARIAN,Guam,Forereef,Deep,AGR,13.44992529,144.8367388,0,GUA_EAST_OPEN,149979,165021,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00948,nSPC,2014,6616,NA,MARIAN,Guam,Forereef,Deep,PAV,13.2881113,144.7681041,0,GUA_EAST_OPEN,50462,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00949,nSPC,2014,6636,NA,MARIAN,Guam,Forereef,Deep,AGR,13.52104037,144.9294671,0,GUA_EAST_OPEN,123518,185940,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00954,nSPC,2014,6593,NA,MARIAN,Guam,Forereef,Deep,SAG,13.28116673,144.7644505,0,GUA_EAST_OPEN,43093,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00955,nSPC,2014,6589,NA,MARIAN,Guam,Forereef,Deep,PAV,13.24512203,144.7333501,0,GUA_EAST_OPEN,23015,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00958,nSPC,2014,6617,NA,MARIAN,Guam,Forereef,Deep,SAG,13.43301035,144.812281,0,GUA_EAST_OPEN,156372,165021,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00959,nSPC,2014,6613,NA,MARIAN,Guam,Forereef,Deep,AGR,13.4010681,144.7841954,0,GUA_EAST_OPEN,142960,165010,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00963,nSPC,2014,6596,NA,MARIAN,Guam,Forereef,Mid,AGR,13.24426155,144.724896,0,GUA_EAST_OPEN,22809,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00964,nSPC,2014,6619,NA,MARIAN,Guam,Forereef,Mid,RRB,13.31383059,144.7736521,0,GUA_EAST_OPEN,73642,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00970,nSPC,2014,6638,NA,MARIAN,Guam,Forereef,Mid,AGR,13.51632924,144.9201938,0,GUA_EAST_OPEN,131336,182632,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00971,nSPC,2014,6634,NA,MARIAN,Guam,Forereef,Mid,AGR,13.47940553,144.8676742,0,GUA_EAST_OPEN,143726,165021,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00973,nSPC,2014,6615,NA,MARIAN,Guam,Forereef,Mid,PAV,13.32663478,144.7759151,0,GUA_EAST_OPEN,86716,161886,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00981,nSPC,2014,6618,NA,MARIAN,Guam,Forereef,Mid,AGR,13.36839376,144.7781781,0,GUA_EAST_OPEN,118708,163871,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00988,nSPC,2014,6621,NA,MARIAN,Guam,Forereef,Mid,AGR,13.29235062,144.7686575,0,GUA_EAST_OPEN,57675,161885,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
GUA-00992,nSPC,2014,6635,NA,MARIAN,Guam,Forereef,Shallow,PAV,13.48836394,144.8755297,0,GUA_EAST_OPEN,142825,165021,RANDOM,MARI2014,2014,NA,NA,GUA,NA,NA,0,0,NA,
