,SITE,SITEVISITID,DATE_,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,MEAN_HII_40,MEAN_HII_40_ADJUSTED_BY_AREA,SITEVISITI,TUR_MEAN,TUR_SD,TUR_CLIM_M,TUR_ANOM_M,TUR_ANOM_F,SST_MEAN,SST_SD,SST_CLIM_M,SST_ANOM_M,SST_ANOM_F,PAR_MEAN,PAR_SD,PAR_CLIM_M,PAR_ANOM_M,PAR_ANOM_F,CHL_MEAN,CHL_SD,CHL_CLIM_M,CHL_ANOM_M,CHL_ANOM_F,WAVES_MEAN,WAVES_SD,WAVES_CLIM,WAVES_ANOM,WAVES_AN_1
948,HAW-01916,7503,6/16/15,2015,MHI,Hawaii,Forereef,Deep,19.641143,-156.010026,0,HAW_KONA,41830,337989,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,Old Kona Airport Marine Life Conservation District,1992,Restricted,NA,26.44615385,23.64615385,7503,2.30E-05,2.60E-05,9.00E-05,1.10E-05,0.009881,26.070084,0.847,27.266,0.193,0.073718,35.202153,8.657884,58.5647,13.351875,0.283816,0.052173,0.013969,0.09831,0.013361,0.036232,3.831193,3.29145,8.101761,26.313105,0.088418
949,HAW-01927,7515,6/17/15,2015,MHI,Hawaii,Forereef,Deep,19.805951,-155.085951,0,HAW_PUNA,50767,307785,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_PUNA,NA,NA,NA,NA,24.78787879,22.68181818,7515,6.50E-05,6.40E-05,0.00047,0.00014,0.100791,25.332727,0.893587,26.687,0.19975,0.046474,41.785617,9.542055,58.3527,4.860864,0.188406,0.085155,0.055299,0.66864,0.157672,0.083333,11.743667,8.328899,16.398847,29.962959,0.156164
950,HAW-01943,7569,6/20/15,2015,MHI,Hawaii,Forereef,Shallow,19.7569,-156.049831,0,HAW_KONA,31299,339922,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_KONA,NA,NA,NA,NA,26.33333333,23.48888889,7569,7.10E-05,4.60E-05,0.00018,1.40E-05,0.009881,25.974854,0.906947,27.61,0.074667,0.020833,43.533765,9.466329,58.738,0.750833,0.003623,0.082695,0.031222,0.21201,0.026336,0.025362,3.730062,5.139291,12.76669,40.890465,0.049066
951,HAW-01957,7522,6/17/15,2015,MHI,Hawaii,Forereef,Deep,19.919755,-155.140342,0,HAW_HAMAKUA,8096,329523,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,20.52777778,16.52777778,7522,6.60E-05,0.000132,0.00142,0.000186,0.045455,25.317226,0.88195,26.566,0.19575,0.054487,41.216773,9.935326,58.7716,6.078312,0.201087,0.077331,0.078018,1.08806,0.191208,0.068841,20.595764,17.607365,32.82449,71.87733,0.1066
952,HAW-01960,7564,6/20/15,2015,MHI,Hawaii,Forereef,Mid,19.787896,-156.042952,0,HAW_KONA,24253,339989,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,26.27272727,22.06818182,7564,7.10E-05,4.60E-05,0.00018,1.40E-05,0.009881,25.974854,0.906947,27.61,0.074667,0.020833,43.533765,9.466329,58.738,0.750833,0.003623,0.082695,0.031222,0.21201,0.026336,0.025362,4.566194,6.046398,13.874991,40.782906,0.055044
953,HAW-01961,7489,6/16/15,2015,MHI,Hawaii,Forereef,Shallow,19.747491,-156.055423,0,HAW_KONA,32442,339891,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_KONA,NA,NA,NA,NA,26.33333333,23.6,7489,7.10E-05,4.60E-05,0.00018,1.40E-05,0.009881,25.990296,0.904362,28.291,NA,NA,43.533765,9.466329,58.738,0.750833,0.003623,0.082695,0.031222,0.21201,0.026336,0.025362,3.927813,4.970095,12.71595,39.431683,0.051308
954,HAW-01978,7491,6/16/15,2015,MHI,Hawaii,Forereef,Mid,19.612929,-155.98592,0,HAW_KONA,43866,337188,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,25.88405797,24.17391304,7491,2.30E-05,2.60E-05,9.00E-05,1.10E-05,0.009881,26.105914,0.822368,NA,NA,NA,35.202153,8.657884,58.5647,13.351875,0.283816,0.052173,0.013969,0.09831,0.013361,0.036232,3.193685,3.741574,9.492365,32.891427,0.048568
955,HAW-01985,7795,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.074412,-155.398549,0,HAW_HAMAKUA,7301,334391,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,18.84090909,16.38636364,7795,5.80E-05,5.60E-05,0.00033,0.000121,0.118577,25.297307,0.8553,26.455,0.193,0.072115,42.889048,10.289839,59.5947,4.020572,0.168478,0.067229,0.032349,0.35362,0.069669,0.076087,19.831357,19.136689,32.344542,82.102492,0.101868
956,HAW-01987,7495,6/16/15,2015,MHI,Hawaii,Forereef,Mid,19.714778,-156.051834,0,HAW_KONA,35060,339812,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,26.6122449,24,7495,7.40E-05,5.50E-05,0.00036,2.30E-05,0.005929,25.990296,0.904362,28.291,NA,NA,39.858258,7.103444,57.9997,7.733574,0.195652,0.053601,0.01532,0.10987,0.007737,0.019928,3.615748,3.877662,10.430848,34.691694,0.049315
957,HAW-01988,7538,6/18/15,2015,MHI,Hawaii,Forereef,Shallow,19.302749,-155.889545,0,HAW_KONA,4810,322241,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_KONA,NA,NA,NA,NA,11.74418605,8.441860465,7538,7.60E-05,0.000102,0.00046,2.00E-05,0.001976,26.097657,0.86925,27.533,0.119583,0.030449,32.824753,10.975708,58.77,18.473952,0.316425,0.050559,0.01546,0.10733,0.004577,0.007246,5.044278,7.864648,18.728687,60.827998,0.054795
958,HAW-01994,7519,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.962845,-155.197626,0,HAW_HAMAKUA,5942,329552,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,17.15625,14.40625,7519,7.10E-05,0.000192,0.00209,0.000246,0.057312,25.314668,0.898449,26.517,0.299583,0.083333,41.276479,9.945139,58.6316,6.164606,0.193841,0.071419,0.085854,NA,NA,NA,20.104763,18.676313,32.681821,75.400879,0.098381
959,HAW-01995,7548,6/19/15,2015,MHI,Hawaii,Forereef,Deep,19.027805,-155.86487,0,HAW_KONA,5136,205328,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,14,11.04761905,7548,8.70E-05,7.00E-05,0.00036,5.10E-05,0.021739,25.806627,0.845832,27.468,0.074083,0.012821,35.362004,6.959584,54.7394,9.570642,0.262681,0.061944,0.017797,0.13089,0.009876,0.030797,7.552412,5.420816,16.557331,45.269259,0.063014
960,HAW-01999,7509,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.838023,-155.081647,0,HAW_PUNA,48662,307974,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_PUNA,NA,NA,NA,NA,25.05454545,21.8,7509,7.70E-05,0.000152,0.00161,0.000252,0.055336,25.332727,0.893587,26.687,0.19975,0.046474,41.326362,9.712594,58.6235,5.802041,0.182971,0.083191,0.102713,1.28789,0.291058,0.068841,18.048032,12.941334,26.871573,51.3962,0.126027
961,HAW-02003,7796,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.104933,-155.475679,0,HAW_HAMAKUA,10867,337691,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,20.91489362,18,7796,5.70E-05,5.50E-05,0.00023,9.90E-05,0.083004,25.353802,0.863286,26.798,0.092333,0.025641,42.391585,9.608335,57.9011,4.311567,0.173913,0.06601,0.029747,0.34723,0.06686,0.097826,20.382827,20.078212,33.251768,88.152305,0.100623
962,HAW-02005,7578,6/20/15,2015,MHI,Hawaii,Forereef,Mid,19.848332,-155.975209,0,HAW_KONA,15963,339994,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,26.25,20.48076923,7578,9.50E-05,5.90E-05,0.00036,9.40E-05,0.116601,25.964625,0.894679,27.402,0.152833,0.051282,44.953732,8.376259,59.4235,4.002065,0.177536,0.077123,0.020636,0.19313,0.03932,0.163043,3.570707,5.164025,11.990132,36.57914,0.054795
963,HAW-02011,7804,7/2/15,2015,MHI,Hawaii,Forereef,Deep,20.086498,-155.420432,0,HAW_HAMAKUA,8117,335695,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,19.88888889,15.42222222,7804,5.90E-05,5.20E-05,2.00E-04,9.90E-05,0.108696,25.340422,0.873524,26.747,0.090667,0.032051,42.723459,9.700052,58.2069,4.14849,0.188406,0.065275,0.029179,0.29543,0.065147,0.085145,20.937981,20.304085,34.252589,86.542531,0.099377
964,HAW-02022,7789,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.097243,-155.452934,0,HAW_HAMAKUA,9770,337192,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,20.62790698,17.88372093,7789,5.90E-05,5.20E-05,2.00E-04,9.90E-05,0.108696,25.354084,0.868819,26.743,0.0955,0.030449,42.723459,9.700052,58.2069,4.14849,0.188406,0.065275,0.029179,0.29543,0.065147,0.085145,20.051762,19.701013,32.630647,87.086302,0.100623
965,HAW-02032,7788,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.063359,-155.377613,0,HAW_HAMAKUA,7638,334056,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,18.95348837,16.46511628,7788,5.80E-05,5.60E-05,0.00033,0.000121,0.118577,25.297307,0.8553,26.455,0.193,0.072115,42.889048,10.289839,59.5947,4.020572,0.168478,0.067229,0.032349,0.35362,0.069669,0.076087,20.861191,20.422882,34.311397,85.860215,0.100125
966,HAW-02034,7572,6/20/15,2015,MHI,Hawaii,Forereef,Mid,19.835369,-155.987906,0,HAW_KONA,16564,339993,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,25.98076923,20.82692308,7572,9.50E-05,5.90E-05,0.00036,9.40E-05,0.116601,25.964625,0.894679,27.402,0.152833,0.051282,44.953732,8.376259,59.4235,4.002065,0.177536,0.077123,0.020636,0.19313,0.03932,0.163043,3.933443,5.862747,13.422259,41.539299,0.055293
967,HAW-02063,7800,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.078584,-155.408681,0,HAW_HAMAKUA,7362,334926,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,19.11363636,16.38636364,7800,5.80E-05,5.60E-05,0.00033,0.000121,0.118577,25.340422,0.873524,26.747,0.090667,0.032051,42.889048,10.289839,59.5947,4.020572,0.168478,0.067229,0.032349,0.35362,0.069669,0.076087,20.417001,19.427298,33.240428,82.601876,0.100374
968,HAW-02075,7523,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.955028,-155.18553,0,HAW_HAMAKUA,5720,329546,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,17.66666667,15.13333333,7523,7.10E-05,0.000192,0.00209,0.000246,0.057312,25.314668,0.898449,26.517,0.299583,0.083333,41.276479,9.945139,58.6316,6.164606,0.193841,0.071419,0.085854,NA,NA,NA,20.785718,19.302801,33.851305,78.991857,0.100125
969,HAW-02090,7536,6/18/15,2015,MHI,Hawaii,Forereef,Mid,19.421629,-155.915334,0,HAW_KONA,15057,332658,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,21.5,18.79545455,7536,5.30E-05,6.30E-05,0.00021,1.00E-05,0.001976,26.140991,0.86272,27.602,0.12375,0.038462,37.382823,6.991242,56.4224,7.964781,0.190217,0.051005,0.014907,0.09056,0.006015,0.019928,5.048296,5.706893,14.732558,46.916694,0.058032
970,HAW-02103,7574,6/20/15,2015,MHI,Hawaii,Forereef,Shallow,19.854674,-155.930896,0,HAW_KONA,18241,339930,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_KONA,Kiholo Bay Fishery Management Area,1997,Restricted,NA,25.29824561,21.10526316,7574,9.50E-05,5.90E-05,0.00036,9.40E-05,0.116601,25.953978,0.872921,27.415,0.153667,0.048077,44.953732,8.376259,59.4235,4.002065,0.177536,0.077123,0.020636,0.19313,0.03932,0.163043,1.86393,2.841808,6.496282,16.655591,0.054545
971,HAW-02110,7518,6/17/15,2015,MHI,Hawaii,Forereef,Deep,19.932981,-155.155435,0,HAW_HAMAKUA,7306,329523,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,19.55882353,16.85294118,7518,7.10E-05,0.000192,0.00209,0.000246,0.057312,25.304897,0.872016,26.922,0.070083,0.025641,41.276479,9.945139,58.6316,6.164606,0.193841,0.071419,0.085854,NA,NA,NA,20.099891,17.700057,32.183168,72.499698,0.103113
972,HAW-02112,7790,7/2/15,2015,MHI,Hawaii,Forereef,Shallow,20.106631,-155.48646,0,HAW_HAMAKUA,11299,338008,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_HAMAKUA,NA,NA,NA,NA,21.3877551,18.14285714,7790,5.70E-05,5.50E-05,0.00023,9.90E-05,0.083004,25.353802,0.863286,26.798,0.092333,0.025641,42.391585,9.608335,57.9011,4.311567,0.173913,0.06601,0.029747,0.34723,0.06686,0.097826,20.831064,20.553461,34.07671,89.904047,0.100623
973,HAW-02122,7799,7/2/15,2015,MHI,Hawaii,Forereef,Deep,20.059132,-155.365833,0,HAW_HAMAKUA,7659,333900,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,18.775,17.55,7799,5.80E-05,5.60E-05,0.00033,0.000121,0.118577,25.297307,0.8553,26.455,0.193,0.072115,42.889048,10.289839,59.5947,4.020572,0.168478,0.067229,0.032349,0.35362,0.069669,0.076087,20.614301,20.204774,33.928468,84.963209,0.100374
974,HAW-02123,7801,7/2/15,2015,MHI,Hawaii,Forereef,Shallow,20.117904,-155.523119,0,HAW_HAMAKUA,14114,338866,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_HAMAKUA,NA,NA,NA,NA,23.05263158,20,7801,5.70E-05,5.50E-05,0.00023,9.90E-05,0.083004,25.366573,0.862671,26.588,0.1895,0.070513,42.391585,9.608335,57.9011,4.311567,0.173913,0.06601,0.029747,0.34723,0.06686,0.097826,19.661303,19.407479,31.925906,87.867595,0.103611
975,HAW-02146,7513,6/17/15,2015,MHI,Hawaii,Forereef,Deep,19.974095,-155.208315,0,HAW_HAMAKUA,5936,329557,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,17.51612903,15.32258065,7513,5.00E-05,5.00E-05,0.00024,8.40E-05,0.090909,25.317879,0.894603,26.68,0.19125,0.051282,41.549914,9.868472,58.6572,6.017335,0.217391,0.06497,0.026004,0.24872,0.062799,0.076087,21.491091,20.51263,35.318689,83.626312,0.098132
976,HAW-02149,7551,6/19/15,2015,MHI,Hawaii,Forereef,Deep,19.014625,-155.823405,0,HAW_KONA,5038,197920,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,13.41666667,10.16666667,7551,8.70E-05,7.00E-05,0.00036,5.10E-05,0.021739,25.657287,0.840824,27.376,0.05275,0.011218,35.362004,6.959584,54.7394,9.570642,0.262681,0.061944,0.017797,0.13089,0.009876,0.030797,5.9596,2.926381,8.836149,20.059078,0.150187
977,HAW-02151,7526,6/18/15,2015,MHI,Hawaii,Forereef,Shallow,19.383239,-155.902258,0,HAW_KONA,11434,332658,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_KONA,NA,NA,NA,NA,18.61702128,15.17021277,7526,5.60E-05,7.90E-05,0.00032,3.60E-05,0.007905,26.114169,0.853452,27.381,0.176417,0.060897,35.770022,6.891307,53.4524,8.053026,0.192029,0.050559,0.01546,0.10733,0.004577,0.007246,4.548834,5.367095,13.845186,44.917957,0.0533
978,HAW-02158,7792,7/2/15,2015,MHI,Hawaii,Forereef,Deep,20.051146,-155.350877,0,HAW_HAMAKUA,7646,333749,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_HAMAKUA,NA,NA,NA,NA,18.775,17.325,7792,5.80E-05,5.60E-05,0.00033,0.000121,0.118577,25.297307,0.8553,26.455,0.193,0.072115,42.889048,10.289839,59.5947,4.020572,0.168478,0.067229,0.032349,0.35362,0.069669,0.076087,20.701309,20.279983,34.106847,84.732731,0.100125
979,HAW-02159,7802,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.128452,-155.562618,0,HAW_HAMAKUA,14706,339307,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,23.05084746,21.22033898,7802,5.90E-05,5.30E-05,0.00029,8.50E-05,0.088933,25.380441,0.861412,26.661,0.167417,0.059295,42.466545,9.443749,57.8924,4.355194,0.172101,0.067711,0.029575,0.39616,0.066081,0.105072,18.958987,18.82998,30.65794,87.17097,0.106849
980,HAW-02165,7521,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.853562,-155.085626,0,HAW_PUNA,43785,308837,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_PUNA,NA,NA,NA,NA,24.57692308,20.63461538,7521,7.70E-05,0.000152,0.00161,0.000252,0.055336,25.322677,0.886979,26.549,0.230917,0.060897,41.326362,9.712594,58.6235,5.802041,0.182971,0.083191,0.102713,1.28789,0.291058,0.068841,19.627216,15.085832,30.016637,63.138613,0.116563
981,HAW-02183,7798,7/2/15,2015,MHI,Hawaii,Forereef,Mid,20.034348,-155.319422,0,HAW_HAMAKUA,7633,333695,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,18.825,16.775,7798,5.50E-05,5.20E-05,0.00023,8.60E-05,0.075099,25.299731,0.881159,26.396,0.309667,0.104167,41.693862,10.197061,59.0575,4.52454,0.168478,0.066107,0.028432,0.29978,0.07113,0.074275,20.658124,20.434393,34.145409,85.069057,0.098879
982,HAW-02185,7500,6/16/15,2015,MHI,Hawaii,Forereef,Deep,19.482746,-155.948164,0,HAW_KONA,30732,333529,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,23.86,21.86,7500,5.30E-05,6.30E-05,0.00021,1.00E-05,0.001976,26.161032,0.848193,27.607,0.101417,0.036859,37.382823,6.991242,56.4224,7.964781,0.190217,0.051005,0.014907,0.09056,0.006015,0.019928,4.100875,3.889181,10.327376,31.925196,0.067995
983,HAW-02197,7534,6/18/15,2015,MHI,Hawaii,Forereef,Deep,19.176394,-155.912427,0,HAW_KONA,5898,293904,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,12.67857143,9.857142857,7534,5.20E-05,5.40E-05,0.00024,3.10E-05,0.017787,26.049078,0.882527,27.718,0.062083,0.019231,36.302521,7.040813,55.6509,7.391367,0.152174,0.05695,0.014225,0.09746,0.008342,0.027174,5.737888,10.4011,23.661435,78.028108,0.055044
984,HAW-02202,7520,6/17/15,2015,MHI,Hawaii,Forereef,Shallow,19.81587,-155.088344,0,HAW_PUNA,50526,307872,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_PUNA,NA,NA,NA,NA,24.55384615,21.83076923,7520,6.50E-05,6.40E-05,0.00047,0.00014,0.100791,25.332727,0.893587,26.687,0.19975,0.046474,41.785617,9.542055,58.3527,4.860864,0.188406,0.085155,0.055299,0.66864,0.157672,0.083333,11.743667,8.328899,16.398847,29.962959,0.156164
985,HAW-02220,7514,6/17/15,2015,MHI,Hawaii,Forereef,Shallow,19.986153,-155.232387,0,HAW_HAMAKUA,4380,332049,RANDOM,RAMP_BASIC,2014.1,ForereefShallow,HAW_HAMAKUA,NA,NA,NA,NA,16.73333333,12.83333333,7514,5.00E-05,5.00E-05,0.00024,8.40E-05,0.090909,25.317879,0.894603,26.68,0.19125,0.051282,41.549914,9.868472,58.6572,6.017335,0.217391,0.06497,0.026004,0.24872,0.062799,0.076087,19.984308,18.676625,32.532983,76.980291,0.100623
986,HAW-02221,7566,6/20/15,2015,MHI,Hawaii,Forereef,Deep,19.805374,-156.019991,0,HAW_KONA,22063,339989,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,26,21.34693878,7566,9.10E-05,5.70E-05,0.00036,0.000103,0.146245,25.965215,0.900132,27.446,0.169417,0.046474,44.694814,8.279513,59.0381,3.361935,0.153986,0.074236,0.021069,0.15855,0.04347,0.163043,3.909026,5.809627,13.224172,42.097532,0.053549
987,HAW-02233,7530,6/18/15,2015,MHI,Hawaii,Forereef,Mid,19.40696,-155.907169,0,HAW_KONA,13015,332658,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,21.06818182,18.09090909,7530,5.60E-05,7.90E-05,0.00032,3.60E-05,0.007905,26.140991,0.86272,27.602,0.12375,0.038462,35.770022,6.891307,53.4524,8.053026,0.192029,0.050559,0.01546,0.10733,0.004577,0.007246,4.467491,5.992284,15.076547,50.206861,0.0533
988,HAW-02246,7567,6/20/15,2015,MHI,Hawaii,Forereef,Mid,19.827939,-156.00174,0,HAW_KONA,16723,339995,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,26.20833333,22.20833333,7567,9.10E-05,5.70E-05,0.00036,0.000103,0.146245,25.965215,0.900132,27.446,0.169417,0.046474,44.694814,8.279513,59.0381,3.361935,0.153986,0.074236,0.021069,0.15855,0.04347,0.163043,3.155544,4.327693,10.216863,26.208603,0.05878
989,HAW-02248,7528,6/18/15,2015,MHI,Hawaii,Forereef,Mid,19.238813,-155.898787,0,HAW_KONA,4074,316470,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,11.36111111,8.833333333,7528,4.30E-05,5.20E-05,0.00024,1.90E-05,0.009881,26.071481,0.883225,NA,NA,NA,33.207849,11.695845,59.4,15.198108,0.238527,0.054995,0.013108,0.10598,0.015226,0.057971,5.273826,8.444711,19.97655,64.233069,0.055044
990,HAW-02257,7568,6/20/15,2015,MHI,Hawaii,Forereef,Deep,19.840725,-155.98486,0,HAW_KONA,16371,339994,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,25.78846154,20.5,7568,9.50E-05,5.90E-05,0.00036,9.40E-05,0.116601,25.964625,0.894679,27.402,0.152833,0.051282,44.953732,8.376259,59.4235,4.002065,0.177536,0.077123,0.020636,0.19313,0.03932,0.163043,3.802042,5.627652,13.007133,40.198168,0.054047
991,HAW-02259,7512,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.947887,-155.175665,0,HAW_HAMAKUA,6420,329533,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,19,14.90909091,7512,7.10E-05,0.000192,0.00209,0.000246,0.057312,25.304897,0.872016,26.922,0.070083,0.025641,41.276479,9.945139,58.6316,6.164606,0.193841,0.071419,0.085854,NA,NA,NA,20.864411,18.531972,33.699181,74.220417,0.103362
992,HAW-02263,7532,6/18/15,2015,MHI,Hawaii,Forereef,Deep,19.272309,-155.893603,0,HAW_KONA,3301,319701,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,10.79487179,8.153846154,7532,4.30E-05,5.20E-05,0.00024,1.90E-05,0.009881,26.083601,0.860432,27.57,0.095083,0.025641,33.207849,11.695845,59.4,15.198108,0.238527,0.053079,0.014017,0.1063,0.019742,0.061594,4.983013,8.261321,19.36933,62.957755,0.054296
993,HAW-02266,7570,6/20/15,2015,MHI,Hawaii,Forereef,Deep,19.789252,-156.051428,0,HAW_KONA,22951,339995,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,26.19047619,21.92857143,7570,7.10E-05,4.60E-05,0.00018,1.40E-05,0.009881,25.978402,0.91865,27.782,0.061083,0.016026,43.533765,9.466329,58.738,0.750833,0.003623,0.082695,0.031222,0.21201,0.026336,0.025362,4.846118,6.299097,14.829894,46.040023,0.053051
994,HAW-02275,7555,6/19/15,2015,MHI,Hawaii,Forereef,Deep,19.028805,-155.867023,0,HAW_KONA,5161,205762,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,14,11.04761905,7555,8.70E-05,7.00E-05,0.00036,5.10E-05,0.021739,25.806627,0.845832,27.468,0.074083,0.012821,35.362004,6.959584,54.7394,9.570642,0.262681,0.061944,0.017797,0.13089,0.009876,0.030797,7.552412,5.420816,16.557331,45.269259,0.063014
995,HAW-02278,7542,6/18/15,2015,MHI,Hawaii,Forereef,Deep,19.357144,-155.891729,0,HAW_KONA,9796,332647,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,15.69565217,11.82608696,7542,5.50E-05,5.80E-05,0.00031,4.90E-05,0.027668,26.117711,0.845473,27.459,0.14125,0.046474,35.770022,6.891307,53.4524,8.053026,0.192029,0.050559,0.01546,0.10733,0.004577,0.007246,4.637325,6.367279,15.987336,51.968577,0.053051
996,HAW-02280,7516,6/17/15,2015,MHI,Hawaii,Forereef,Mid,19.87712,-155.10798,0,HAW_HAMAKUA,28855,319914,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_HAMAKUA,NA,NA,NA,NA,23.65957447,19.95744681,7516,7.70E-05,0.000152,0.00161,0.000252,0.055336,25.328206,0.884703,26.663,0.165167,0.041667,41.326362,9.712594,58.6235,5.802041,0.182971,0.083191,0.102713,1.28789,0.291058,0.068841,17.72382,14.166962,27.317815,60.015453,0.116314
997,HAW-02281,7525,6/18/15,2015,MHI,Hawaii,Forereef,Deep,19.447963,-155.923456,0,HAW_KONA,22761,332658,RANDOM,RAMP_BASIC,2014.1,ForereefDeep,HAW_KONA,NA,NA,NA,NA,22.39130435,20.10869565,7525,5.30E-05,6.30E-05,0.00021,1.00E-05,0.001976,26.140991,0.86272,27.602,0.12375,0.038462,37.382823,6.991242,56.4224,7.964781,0.190217,0.051005,0.014907,0.09056,0.006015,0.019928,4.590226,4.962761,13.060392,42.274461,0.056538
998,HAW-02290,7562,6/19/15,2015,MHI,Hawaii,Forereef,Mid,19.027695,-155.86431,0,HAW_KONA,5131,205235,RANDOM,RAMP_BASIC,2014.1,ForereefMid,HAW_KONA,NA,NA,NA,NA,14,11.04761905,7562,8.70E-05,7.00E-05,0.00036,5.10E-05,0.021739,25.806627,0.845832,27.468,0.074083,0.012821,35.362004,6.959584,54.7394,9.570642,0.262681,0.061944,0.017797,0.13089,0.009876,0.030797,7.552412,5.420816,16.557331,45.269259,0.063014
