"","X","REGION","ISLAND","DIVEID","SEGMENT","ANALYSIS_SEC"
"3396",2819,"SAMOA","Tau",201003123,4,"Tau"
"3397",2820,"SAMOA","Tau",201003123,5,"Tau"
"3398",2821,"SAMOA","Tau",201003123,6,"Tau"
"3399",2822,"SAMOA","Tau",201003123,7,"Tau"
"3400",2823,"SAMOA","Tau",201003123,8,"Tau"
"3401",2824,"SAMOA","Tau",201003123,9,"Tau"
"3402",2825,"SAMOA","Tau",201003123,10,"Tau"
"3403",2826,"SAMOA","Tau",201003124,1,"Tau"
"3404",2827,"SAMOA","Tau",201003124,2,"Tau"
"3405",2828,"SAMOA","Tau",201003124,3,"Tau"
"3406",2829,"SAMOA","Tau",201003124,4,"Tau"
"3407",2830,"SAMOA","Tau",201003124,5,"Tau"
"3408",2831,"SAMOA","Tau",201003124,6,"Tau"
"3409",2832,"SAMOA","Tau",201003124,7,"Tau"
"3410",2833,"SAMOA","Tau",201003124,8,"Tau"
"3411",2834,"SAMOA","Tau",201003124,9,"Tau"
"3412",2835,"SAMOA","Tau",201003124,10,"Tau"
"3413",2836,"SAMOA","Tau",201003125,1,"Tau"
"3414",2837,"SAMOA","Tau",201003125,2,"Tau"
"3415",2838,"SAMOA","Tau",201003125,3,"Tau"
"3416",2839,"SAMOA","Tau",201003125,4,"Tau"
"3417",2840,"SAMOA","Tau",201003125,5,"Tau"
"3418",2841,"SAMOA","Tau",201003125,6,"Tau"
"3419",2842,"SAMOA","Tau",201003125,7,"Tau"
"3420",2843,"SAMOA","Tau",201003125,8,"Tau"
"3421",2844,"SAMOA","Tau",201003125,9,"Tau"
"3422",2845,"SAMOA","Tau",201003125,10,"Tau"
"3423",2846,"SAMOA","Tau",201003131,1,"Tau"
"3424",2847,"SAMOA","Tau",201003131,2,"Tau"
"3425",2848,"SAMOA","Tau",201003131,3,"Tau"
"3426",2849,"SAMOA","Tau",201003131,4,"Tau"
"3427",2850,"SAMOA","Tau",201003131,5,"Tau"
"3428",2851,"SAMOA","Tau",201003131,6,"Tau"
"3429",2852,"SAMOA","Tau",201003131,7,"Tau"
"3430",2853,"SAMOA","Tau",201003131,8,"Tau"
"3431",2854,"SAMOA","Tau",201003131,9,"Tau"
"3432",2855,"SAMOA","Tau",201003131,10,"Tau"
"3433",2856,"SAMOA","Tau",201003132,1,"Tau"
"3434",2857,"SAMOA","Tau",201003132,2,"Tau"
"3435",2858,"SAMOA","Tau",201003132,3,"Tau"
"3436",2859,"SAMOA","Tau",201003132,4,"Tau"
"3437",2860,"SAMOA","Tau",201003132,5,"Tau"
"3438",2861,"SAMOA","Tau",201003132,6,"Tau"
"3439",2862,"SAMOA","Tau",201003132,7,"Tau"
"3440",2863,"SAMOA","Tau",201003132,8,"Tau"
"3441",2864,"SAMOA","Tau",201003132,9,"Tau"
"3442",2865,"SAMOA","Tau",201003132,10,"Tau"
"3443",2866,"SAMOA","Tau",201003133,1,"Tau"
"3444",2867,"SAMOA","Tau",201003133,2,"Tau"
"3445",2868,"SAMOA","Tau",201003133,3,"Tau"
"3446",2869,"SAMOA","Tau",201003133,4,"Tau"
"3447",2870,"SAMOA","Tau",201003133,5,"Tau"
"3448",2871,"SAMOA","Tau",201003133,6,"Tau"
"3449",2872,"SAMOA","Tau",201003133,7,"Tau"
"3450",2873,"SAMOA","Tau",201003133,8,"Tau"
"3451",2874,"SAMOA","Tau",201003133,9,"Tau"
"3452",2875,"SAMOA","Tau",201003133,10,"Tau"
"3453",2876,"SAMOA","Tau",201003134,1,"Tau"
"3454",2877,"SAMOA","Tau",201003134,2,"Tau"
"3455",2878,"SAMOA","Tau",201003134,3,"Tau"
"3456",2879,"SAMOA","Tau",201003134,4,"Tau"
"3457",2880,"SAMOA","Tau",201003134,5,"Tau"
"3458",2881,"SAMOA","Tau",201003134,6,"Tau"
"3459",2882,"SAMOA","Tau",201003134,7,"Tau"
"3460",2883,"SAMOA","Tau",201003134,8,"Tau"
"3461",2884,"SAMOA","Tau",201003134,9,"Tau"
"3462",2885,"SAMOA","Tau",201003134,10,"Tau"
"3463",2886,"SAMOA","Tau",201003135,1,"Tau"
"3464",2887,"SAMOA","Tau",201003135,2,"Tau"
"3465",2888,"SAMOA","Tau",201003135,3,"Tau"
"3466",2889,"SAMOA","Tau",201003135,4,"Tau"
"3467",2890,"SAMOA","Tau",201003135,5,"Tau"
"3468",2891,"SAMOA","Tau",201003135,6,"Tau"
"3469",2892,"SAMOA","Tau",201003135,8,"Tau"
"3470",2893,"SAMOA","Tau",201003135,9,"Tau"
"3471",2894,"SAMOA","Tau",201003135,10,"Tau"
"3472",2895,"SAMOA","Tau",201003136,1,"Tau"
"3473",2896,"SAMOA","Tau",201003136,2,"Tau"
"3474",2897,"SAMOA","Tau",201003136,3,"Tau"
"3475",2898,"SAMOA","Tau",201003136,4,"Tau"
"3476",2899,"SAMOA","Tau",201003136,5,"Tau"
"3477",2900,"SAMOA","Tau",201003136,6,"Tau"
"3478",2901,"SAMOA","Tau",201003136,7,"Tau"
"3479",2902,"SAMOA","Tau",201003136,8,"Tau"
"3480",2903,"SAMOA","Tau",201003136,9,"Tau"
"3481",2904,"SAMOA","Tau",201003136,10,"Tau"
"3482",2905,"SAMOA","Ofu & Olosega",201003141,1,"Ofu & Olosega"
"3483",2906,"SAMOA","Ofu & Olosega",201003141,2,"Ofu & Olosega"
"3484",2907,"SAMOA","Ofu & Olosega",201003141,3,"Ofu & Olosega"
"3485",2908,"SAMOA","Ofu & Olosega",201003141,4,"Ofu & Olosega"
"3486",2909,"SAMOA","Ofu & Olosega",201003141,5,"Ofu & Olosega"
"3487",2910,"SAMOA","Ofu & Olosega",201003141,6,"Ofu & Olosega"
"3488",2911,"SAMOA","Ofu & Olosega",201003141,7,"Ofu & Olosega"
"3489",2912,"SAMOA","Ofu & Olosega",201003141,8,"Ofu & Olosega"
"3490",2913,"SAMOA","Ofu & Olosega",201003141,9,"Ofu & Olosega"
"3491",2914,"SAMOA","Ofu & Olosega",201003141,10,"Ofu & Olosega"
"3492",2915,"SAMOA","Ofu & Olosega",201003142,1,"Ofu & Olosega"
"3493",2916,"SAMOA","Ofu & Olosega",201003142,2,"Ofu & Olosega"
"3494",2917,"SAMOA","Ofu & Olosega",201003142,3,"Ofu & Olosega"
"3495",2918,"SAMOA","Ofu & Olosega",201003142,4,"Ofu & Olosega"
"3496",2919,"SAMOA","Ofu & Olosega",201003142,5,"Ofu & Olosega"
"3497",2920,"SAMOA","Ofu & Olosega",201003142,6,"Ofu & Olosega"
"3498",2921,"SAMOA","Ofu & Olosega",201003142,7,"Ofu & Olosega"
"3499",2922,"SAMOA","Ofu & Olosega",201003142,8,"Ofu & Olosega"
"3500",2923,"SAMOA","Ofu & Olosega",201003142,9,"Ofu & Olosega"
"3501",2924,"SAMOA","Ofu & Olosega",201003142,10,"Ofu & Olosega"
"3502",2925,"SAMOA","Ofu & Olosega",201003143,1,"Ofu & Olosega"
"3503",2926,"SAMOA","Ofu & Olosega",201003143,2,"Ofu & Olosega"
"3504",2927,"SAMOA","Ofu & Olosega",201003143,3,"Ofu & Olosega"
"3505",2928,"SAMOA","Ofu & Olosega",201003143,4,"Ofu & Olosega"
"3506",2929,"SAMOA","Ofu & Olosega",201003143,5,"Ofu & Olosega"
"3507",2930,"SAMOA","Ofu & Olosega",201003143,6,"Ofu & Olosega"
"3508",2931,"SAMOA","Ofu & Olosega",201003144,1,"Ofu & Olosega"
"3509",2932,"SAMOA","Ofu & Olosega",201003144,2,"Ofu & Olosega"
"3510",2933,"SAMOA","Ofu & Olosega",201003144,3,"Ofu & Olosega"
"3511",2934,"SAMOA","Ofu & Olosega",201003144,4,"Ofu & Olosega"
"3512",2935,"SAMOA","Ofu & Olosega",201003144,5,"Ofu & Olosega"
"3513",2936,"SAMOA","Ofu & Olosega",201003144,6,"Ofu & Olosega"
"3514",2937,"SAMOA","Ofu & Olosega",201003144,7,"Ofu & Olosega"
"3515",2938,"SAMOA","Ofu & Olosega",201003144,8,"Ofu & Olosega"
"3516",2939,"SAMOA","Ofu & Olosega",201003144,9,"Ofu & Olosega"
"3517",2940,"SAMOA","Ofu & Olosega",201003144,10,"Ofu & Olosega"
"3518",2941,"SAMOA","Swains",201003161,1,"Swains"
"3519",2942,"SAMOA","Swains",201003161,7,"SWAINS_SANCTUARY"
"3520",2943,"SAMOA","Swains",201003161,8,"SWAINS_SANCTUARY"
"3521",2944,"SAMOA","Swains",201003161,9,"SWAINS_SANCTUARY"
"3522",2945,"SAMOA","Swains",201003161,10,"SWAINS_SANCTUARY"
"3523",2946,"SAMOA","Swains",201003162,1,"SWAINS_SANCTUARY"
"3524",2947,"SAMOA","Swains",201003162,2,"SWAINS_SANCTUARY"
"3525",2948,"SAMOA","Swains",201003162,3,"SWAINS_SANCTUARY"
"3526",2949,"SAMOA","Swains",201003162,4,"SWAINS_SANCTUARY"
"3527",2950,"SAMOA","Swains",201003162,5,"SWAINS_SANCTUARY"
"3528",2951,"SAMOA","Swains",201003162,6,"SWAINS_SANCTUARY"
"3529",2952,"SAMOA","Swains",201003162,7,"SWAINS_SANCTUARY"
"3530",2953,"SAMOA","Swains",201003162,8,"SWAINS_SANCTUARY"
"3531",2954,"SAMOA","Swains",201003162,9,"SWAINS_SANCTUARY"
"3532",2955,"SAMOA","Swains",201003162,10,"SWAINS_SANCTUARY"
"3533",2956,"SAMOA","Swains",201003163,1,"SWAINS_SANCTUARY"
"3534",2957,"SAMOA","Swains",201003163,2,"SWAINS_SANCTUARY"
"3535",2958,"SAMOA","Swains",201003163,3,"SWAINS_SANCTUARY"
"3536",2959,"SAMOA","Swains",201003163,4,"SWAINS_SANCTUARY"
"3537",2960,"SAMOA","Swains",201003163,7,"SWAINS_SANCTUARY"
"3538",2961,"SAMOA","Swains",201003163,8,"Swains"
"3539",2962,"SAMOA","Swains",201003163,10,"Swains"
"3540",2963,"SAMOA","Swains",201003164,1,"Swains"
"3541",2964,"SAMOA","Swains",201003164,2,"SWAINS_SANCTUARY"
"3542",2965,"SAMOA","Swains",201003164,3,"SWAINS_SANCTUARY"
"3543",2966,"SAMOA","Swains",201003164,4,"SWAINS_SANCTUARY"
"3544",2967,"SAMOA","Swains",201003164,5,"SWAINS_SANCTUARY"
"3545",2968,"SAMOA","Swains",201003164,6,"SWAINS_SANCTUARY"
"3546",2969,"SAMOA","Swains",201003164,7,"SWAINS_SANCTUARY"
"3547",2970,"SAMOA","Swains",201003164,8,"SWAINS_SANCTUARY"
"3548",2971,"SAMOA","Swains",201003164,9,"SWAINS_SANCTUARY"
"3549",2972,"SAMOA","Swains",201003164,10,"SWAINS_SANCTUARY"
"3550",2973,"SAMOA","Swains",201003165,4,"Swains"
"3551",2974,"SAMOA","Swains",201003165,6,"Swains"
"3552",2975,"SAMOA","Swains",201003165,7,"Swains"
"3553",2976,"SAMOA","Swains",201003165,8,"SWAINS_SANCTUARY"
"3554",2977,"SAMOA","Swains",201003165,9,"SWAINS_SANCTUARY"
"3555",2978,"SAMOA","Swains",201003165,10,"SWAINS_SANCTUARY"
"3556",2979,"SAMOA","Swains",201003171,1,"Swains"
"3557",2980,"SAMOA","Swains",201003171,2,"Swains"
"3558",2981,"SAMOA","Swains",201003171,3,"Swains"
"3559",2982,"SAMOA","Swains",201003171,4,"SWAINS_SANCTUARY"
"3560",2983,"SAMOA","Swains",201003171,5,"SWAINS_SANCTUARY"
"3561",2984,"SAMOA","Swains",201003171,6,"SWAINS_SANCTUARY"
"3562",2985,"SAMOA","Swains",201003171,7,"SWAINS_SANCTUARY"
"3563",2986,"SAMOA","Swains",201003171,8,"SWAINS_SANCTUARY"
"3564",2987,"SAMOA","Swains",201003171,9,"SWAINS_SANCTUARY"
"3565",2988,"SAMOA","Swains",201003171,10,"SWAINS_SANCTUARY"
"3566",2989,"SAMOA","Swains",201003172,4,"Swains"
"3567",2990,"SAMOA","Swains",201003172,5,"SWAINS_SANCTUARY"
"3568",2991,"SAMOA","Swains",201003172,6,"SWAINS_SANCTUARY"
"3569",2992,"SAMOA","Swains",201003172,7,"SWAINS_SANCTUARY"
"3570",2993,"SAMOA","Swains",201003172,8,"SWAINS_SANCTUARY"
"3571",2994,"SAMOA","Swains",201003172,9,"SWAINS_SANCTUARY"
"3572",2995,"SAMOA","Swains",201003172,10,"SWAINS_SANCTUARY"
"3573",2996,"SAMOA","Swains",201003173,1,"SWAINS_SANCTUARY"
"3574",2997,"SAMOA","Swains",201003173,2,"SWAINS_SANCTUARY"
"3575",2998,"SAMOA","Swains",201003173,3,"SWAINS_SANCTUARY"
"3576",2999,"SAMOA","Swains",201003173,4,"SWAINS_SANCTUARY"
"3577",3000,"SAMOA","Swains",201003173,5,"SWAINS_SANCTUARY"
"3578",3001,"SAMOA","Swains",201003174,1,"SWAINS_SANCTUARY"
"3579",3002,"SAMOA","Swains",201003174,6,"SWAINS_SANCTUARY"
"3580",3003,"SAMOA","Swains",201003174,9,"Swains"
"3581",3004,"SAMOA","Swains",201003174,10,"Swains"
"3582",3005,"SAMOA","Tau",201003201,1,"Tau"
"3583",3006,"SAMOA","Tau",201003201,2,"Tau"
"3584",3007,"SAMOA","Tau",201003201,3,"Tau"
"3585",3008,"SAMOA","Tau",201003201,4,"Tau"
"3586",3009,"SAMOA","Tau",201003201,5,"Tau"
"3587",3010,"SAMOA","Tau",201003201,6,"Tau"
"3588",3011,"SAMOA","Tau",201003201,7,"Tau"
"3589",3012,"SAMOA","Tau",201003201,8,"Tau"
"3590",3013,"SAMOA","Tau",201003201,9,"Tau"
"3591",3014,"SAMOA","Tau",201003201,10,"Tau"
"3592",3015,"SAMOA","Tau",201003202,1,"Tau"
"3593",3016,"SAMOA","Tau",201003202,2,"Tau"
"3594",3017,"SAMOA","Tau",201003202,3,"Tau"
"3595",3018,"SAMOA","Tau",201003202,4,"Tau"
"3596",3019,"SAMOA","Tau",201003202,5,"Tau"
"3597",3020,"SAMOA","Tau",201003202,6,"Tau"
"3598",3021,"SAMOA","Tau",201003202,7,"Tau"
"3599",3022,"SAMOA","Tau",201003202,8,"Tau"
"3600",3023,"SAMOA","Tau",201003202,9,"Tau"
"3601",3024,"SAMOA","Tau",201003202,10,"Tau"
"3602",3025,"SAMOA","Tau",201003203,1,"TAU_SANCTUARY"
"3603",3026,"SAMOA","Tau",201003203,2,"TAU_SANCTUARY"
"3604",3027,"SAMOA","Tau",201003203,3,"TAU_SANCTUARY"
"3605",3028,"SAMOA","Tau",201003203,4,"TAU_SANCTUARY"
"3606",3029,"SAMOA","Tau",201003203,5,"TAU_SANCTUARY"
"3607",3030,"SAMOA","Tau",201003203,6,"TAU_SANCTUARY"
"3608",3031,"SAMOA","Tau",201003203,7,"TAU_SANCTUARY"
"3609",3032,"SAMOA","Tau",201003203,8,"TAU_SANCTUARY"
"3610",3033,"SAMOA","Tau",201003203,9,"TAU_SANCTUARY"
"3611",3034,"SAMOA","Tau",201003203,10,"TAU_SANCTUARY"
"3612",3035,"SAMOA","Tau",201003204,1,"TAU_SANCTUARY"
"3613",3036,"SAMOA","Tau",201003204,2,"TAU_SANCTUARY"
"3614",3037,"SAMOA","Tau",201003204,3,"TAU_SANCTUARY"
"3615",3038,"SAMOA","Tau",201003204,4,"TAU_SANCTUARY"
"3616",3039,"SAMOA","Tau",201003204,5,"TAU_SANCTUARY"
"3617",3040,"SAMOA","Tau",201003204,6,"TAU_SANCTUARY"
"3618",3041,"SAMOA","Tau",201003204,7,"Tau"
"3619",3042,"SAMOA","Tau",201003204,8,"Tau"
"3620",3043,"SAMOA","Tau",201003204,9,"Tau"
"3621",3044,"SAMOA","Tau",201003204,10,"Tau"
"3622",3045,"SAMOA","Tau",201003205,1,"Tau"
"3623",3046,"SAMOA","Tau",201003205,2,"Tau"
"3624",3047,"SAMOA","Tau",201003205,3,"Tau"
"3625",3048,"SAMOA","Tau",201003205,4,"Tau"
"3626",3049,"SAMOA","Tau",201003205,5,"Tau"
"3627",3050,"SAMOA","Tau",201003205,6,"Tau"
"3628",3051,"SAMOA","Tau",201003205,7,"Tau"
"3629",3052,"SAMOA","Tau",201003205,8,"Tau"
"3630",3053,"SAMOA","Tau",201003205,9,"Tau"
"3631",3054,"SAMOA","Tau",201003205,10,"Tau"
"3632",3055,"SAMOA","Swains",201203211,1,"SWAINS_SANCTUARY"
"3633",3056,"SAMOA","Swains",201203211,2,"SWAINS_SANCTUARY"
"3634",3057,"SAMOA","Swains",201203211,3,"SWAINS_SANCTUARY"
"3635",3058,"SAMOA","Swains",201203211,4,"SWAINS_SANCTUARY"
"3636",3059,"SAMOA","Swains",201203211,5,"SWAINS_SANCTUARY"
"3637",3060,"SAMOA","Swains",201203211,6,"SWAINS_SANCTUARY"
"3638",3061,"SAMOA","Swains",201203211,7,"SWAINS_SANCTUARY"
"3639",3062,"SAMOA","Swains",201203211,8,"SWAINS_SANCTUARY"
"3640",3063,"SAMOA","Swains",201203211,9,"SWAINS_SANCTUARY"
"3641",3064,"SAMOA","Swains",201203211,10,"SWAINS_SANCTUARY"
"3642",3065,"SAMOA","Swains",201203212,1,"SWAINS_SANCTUARY"
"3643",3066,"SAMOA","Swains",201203212,2,"SWAINS_SANCTUARY"
"3644",3067,"SAMOA","Swains",201203212,3,"SWAINS_SANCTUARY"
"3645",3068,"SAMOA","Swains",201203212,4,"Swains"
"3646",3069,"SAMOA","Swains",201203212,5,"Swains"
"3647",3070,"SAMOA","Swains",201203212,6,"Swains"
"3648",3071,"SAMOA","Swains",201203212,7,"Swains"
"3649",3072,"SAMOA","Swains",201203212,8,"Swains"
"3650",3073,"SAMOA","Swains",201203212,9,"SWAINS_SANCTUARY"
"3651",3074,"SAMOA","Swains",201203212,10,"SWAINS_SANCTUARY"
"3652",3075,"SAMOA","Swains",201203213,1,"SWAINS_SANCTUARY"
"3653",3076,"SAMOA","Swains",201203213,2,"SWAINS_SANCTUARY"
"3654",3077,"SAMOA","Swains",201203213,3,"SWAINS_SANCTUARY"
"3655",3078,"SAMOA","Swains",201203213,4,"SWAINS_SANCTUARY"
"3656",3079,"SAMOA","Swains",201203213,5,"SWAINS_SANCTUARY"
"3657",3080,"SAMOA","Swains",201203213,6,"SWAINS_SANCTUARY"
"3658",3081,"SAMOA","Swains",201203213,7,"SWAINS_SANCTUARY"
"3659",3082,"SAMOA","Swains",201203213,8,"Swains"
"3660",3083,"SAMOA","Swains",201203213,9,"Swains"
"3661",3084,"SAMOA","Swains",201203213,10,"Swains"
"3662",3085,"SAMOA","Swains",201203214,1,"SWAINS_SANCTUARY"
"3663",3086,"SAMOA","Swains",201203214,2,"SWAINS_SANCTUARY"
"3664",3087,"SAMOA","Swains",201203214,3,"SWAINS_SANCTUARY"
"3665",3088,"SAMOA","Swains",201203214,4,"SWAINS_SANCTUARY"
"3666",3089,"SAMOA","Swains",201203214,5,"SWAINS_SANCTUARY"
"3667",3090,"SAMOA","Swains",201203214,6,"SWAINS_SANCTUARY"
"3668",3091,"SAMOA","Swains",201203214,7,"SWAINS_SANCTUARY"
"3669",3092,"SAMOA","Swains",201203214,8,"SWAINS_SANCTUARY"
"3670",3093,"SAMOA","Swains",201203214,9,"SWAINS_SANCTUARY"
"3671",3094,"SAMOA","Swains",201203214,10,"SWAINS_SANCTUARY"
"3672",3095,"SAMOA","Swains",201203215,5,"SWAINS_SANCTUARY"
"3673",3096,"SAMOA","Swains",201203215,8,"SWAINS_SANCTUARY"
"3674",3097,"SAMOA","Swains",201203215,9,"SWAINS_SANCTUARY"
"3675",3098,"SAMOA","Swains",201203215,10,"SWAINS_SANCTUARY"
"3676",3099,"SAMOA","Swains",201203216,1,"SWAINS_SANCTUARY"
"3677",3100,"SAMOA","Swains",201203216,2,"SWAINS_SANCTUARY"
"3678",3101,"SAMOA","Swains",201203216,3,"SWAINS_SANCTUARY"
"3679",3102,"SAMOA","Swains",201203216,4,"SWAINS_SANCTUARY"
"3680",3103,"SAMOA","Swains",201203216,5,"SWAINS_SANCTUARY"
"3681",3104,"SAMOA","Swains",201203216,7,"SWAINS_SANCTUARY"
"3682",3105,"SAMOA","Swains",201203216,8,"SWAINS_SANCTUARY"
"3683",3106,"SAMOA","Swains",201203216,9,"Swains"
"3684",3107,"SAMOA","Swains",201203216,10,"Swains"
"3685",3108,"SAMOA","Swains",201203221,1,"SWAINS_SANCTUARY"
"3686",3109,"SAMOA","Swains",201203221,2,"SWAINS_SANCTUARY"
"3687",3110,"SAMOA","Swains",201203221,3,"SWAINS_SANCTUARY"
"3688",3111,"SAMOA","Swains",201203221,10,"SWAINS_SANCTUARY"
"3689",3112,"SAMOA","Swains",201203222,1,"Swains"
"3690",3113,"SAMOA","Swains",201203222,2,"Swains"
"3691",3114,"SAMOA","Swains",201203222,3,"Swains"
"3692",3115,"SAMOA","Swains",201203222,4,"Swains"
"3693",3116,"SAMOA","Swains",201203222,5,"Swains"
"3694",3117,"SAMOA","Swains",201203222,6,"Swains"
"3695",3118,"SAMOA","Swains",201203222,7,"SWAINS_SANCTUARY"
"3696",3119,"SAMOA","Swains",201203222,8,"SWAINS_SANCTUARY"
"3697",3120,"SAMOA","Swains",201203222,9,"SWAINS_SANCTUARY"
"3698",3121,"SAMOA","Swains",201203222,10,"SWAINS_SANCTUARY"
"3699",3429,"SAMOA","Rose",201204181,1,"ROSE_SANCTUARY"
"3700",3430,"SAMOA","Rose",201204181,2,"ROSE_SANCTUARY"
"3701",3431,"SAMOA","Rose",201204181,3,"ROSE_SANCTUARY"
"3702",3432,"SAMOA","Rose",201204181,4,"ROSE_SANCTUARY"
"3703",3433,"SAMOA","Rose",201204181,5,"ROSE_SANCTUARY"
"3704",3434,"SAMOA","Rose",201204181,6,"ROSE_SANCTUARY"
"3705",3435,"SAMOA","Rose",201204181,7,"ROSE_SANCTUARY"
"3706",3436,"SAMOA","Rose",201204181,8,"ROSE_SANCTUARY"
"3707",3437,"SAMOA","Rose",201204181,9,"ROSE_SANCTUARY"
"3708",3438,"SAMOA","Rose",201204181,10,"ROSE_SANCTUARY"
"3709",3439,"SAMOA","Rose",201204182,1,"ROSE_SANCTUARY"
"3710",3440,"SAMOA","Rose",201204182,2,"ROSE_SANCTUARY"
"3711",3441,"SAMOA","Rose",201204182,3,"ROSE_SANCTUARY"
"3712",3442,"SAMOA","Rose",201204182,4,"ROSE_SANCTUARY"
"3713",3443,"SAMOA","Rose",201204182,5,"ROSE_SANCTUARY"
"3714",3444,"SAMOA","Rose",201204182,6,"ROSE_SANCTUARY"
"3715",3445,"SAMOA","Rose",201204182,7,"ROSE_SANCTUARY"
"3716",3446,"SAMOA","Rose",201204182,8,"ROSE_SANCTUARY"
"3717",3447,"SAMOA","Rose",201204182,9,"ROSE_SANCTUARY"
"3718",3448,"SAMOA","Rose",201204182,10,"ROSE_SANCTUARY"
"3719",3449,"SAMOA","Rose",201204183,1,"ROSE_SANCTUARY"
"3720",3450,"SAMOA","Rose",201204183,2,"ROSE_SANCTUARY"
"3721",3451,"SAMOA","Rose",201204183,3,"ROSE_SANCTUARY"
"3722",3452,"SAMOA","Rose",201204183,4,"ROSE_SANCTUARY"
"3723",3453,"SAMOA","Rose",201204183,5,"ROSE_SANCTUARY"
"3724",3454,"SAMOA","Rose",201204183,6,"ROSE_SANCTUARY"
"3725",3455,"SAMOA","Rose",201204183,7,"ROSE_SANCTUARY"
"3726",3456,"SAMOA","Rose",201204183,8,"ROSE_SANCTUARY"
"3727",3457,"SAMOA","Rose",201204183,9,"ROSE_SANCTUARY"
"3728",3458,"SAMOA","Rose",201204183,10,"ROSE_SANCTUARY"
"3729",3459,"SAMOA","Rose",201204184,1,"ROSE_SANCTUARY"
"3730",3460,"SAMOA","Rose",201204184,2,"ROSE_SANCTUARY"
"3731",3461,"SAMOA","Rose",201204184,3,"ROSE_SANCTUARY"
"3732",3462,"SAMOA","Rose",201204184,4,"ROSE_SANCTUARY"
"3733",3463,"SAMOA","Rose",201204184,5,"ROSE_SANCTUARY"
"3734",3464,"SAMOA","Rose",201204184,6,"ROSE_SANCTUARY"
"3735",3465,"SAMOA","Rose",201204184,7,"ROSE_SANCTUARY"
"3736",3466,"SAMOA","Rose",201204184,8,"ROSE_SANCTUARY"
"3737",3467,"SAMOA","Rose",201204184,9,"ROSE_SANCTUARY"
"3738",3468,"SAMOA","Rose",201204184,10,"ROSE_SANCTUARY"
"3739",3469,"SAMOA","Rose",201204185,1,"ROSE_SANCTUARY"
"3740",3470,"SAMOA","Rose",201204185,2,"ROSE_SANCTUARY"
"3741",3471,"SAMOA","Rose",201204185,3,"ROSE_SANCTUARY"
"3742",3472,"SAMOA","Rose",201204185,4,"ROSE_SANCTUARY"
"3743",3473,"SAMOA","Rose",201204185,5,"ROSE_SANCTUARY"
"3744",3474,"SAMOA","Rose",201204185,6,"ROSE_SANCTUARY"
"3745",3475,"SAMOA","Rose",201204185,7,"ROSE_SANCTUARY"
"3746",3476,"SAMOA","Rose",201204185,8,"ROSE_SANCTUARY"
"3747",3477,"SAMOA","Rose",201204185,9,"Rose"
"3748",3478,"SAMOA","Rose",201204185,10,"ROSE_SANCTUARY"
"3749",3479,"SAMOA","Rose",201204192,1,"ROSE_SANCTUARY"
"3750",3480,"SAMOA","Rose",201204192,2,"ROSE_SANCTUARY"
"3751",3481,"SAMOA","Rose",201204192,3,"ROSE_SANCTUARY"
"3752",3482,"SAMOA","Rose",201204192,4,"ROSE_SANCTUARY"
"3753",3483,"SAMOA","Rose",201204192,5,"ROSE_SANCTUARY"
"3754",3484,"SAMOA","Rose",201204192,6,"ROSE_SANCTUARY"
"3755",3485,"SAMOA","Rose",201204192,7,"ROSE_SANCTUARY"
"3756",3486,"SAMOA","Rose",201204192,8,"ROSE_SANCTUARY"
"3757",3487,"SAMOA","Rose",201204192,9,"ROSE_SANCTUARY"
"3758",3488,"SAMOA","Rose",201204192,10,"ROSE_SANCTUARY"
"3759",3489,"SAMOA","Rose",201204193,1,"ROSE_SANCTUARY"
"3760",3490,"SAMOA","Rose",201204193,2,"ROSE_SANCTUARY"
"3761",3491,"SAMOA","Rose",201204193,4,"ROSE_SANCTUARY"
"3762",3492,"SAMOA","Rose",201204193,6,"ROSE_SANCTUARY"
"3763",3493,"SAMOA","Rose",201204193,7,"ROSE_SANCTUARY"
"3764",3494,"SAMOA","Rose",201204193,8,"ROSE_SANCTUARY"
"3765",3495,"SAMOA","Rose",201204193,9,"ROSE_SANCTUARY"
"3766",3496,"SAMOA","Rose",201204193,10,"ROSE_SANCTUARY"
"3767",3497,"SAMOA","Tau",201204221,1,"Tau"
"3768",3498,"SAMOA","Tau",201204221,2,"Tau"
"3769",3499,"SAMOA","Tau",201204221,3,"Tau"
"3770",3500,"SAMOA","Tau",201204221,4,"TAU_SANCTUARY"
"3771",3501,"SAMOA","Tau",201204221,5,"TAU_SANCTUARY"
"3772",3502,"SAMOA","Tau",201204221,6,"TAU_SANCTUARY"
"3773",3503,"SAMOA","Tau",201204221,7,"TAU_SANCTUARY"
"3774",3504,"SAMOA","Tau",201204221,8,"TAU_SANCTUARY"
"3775",3505,"SAMOA","Tau",201204221,9,"TAU_SANCTUARY"
"3776",3506,"SAMOA","Tau",201204221,10,"TAU_SANCTUARY"
"3777",3507,"SAMOA","Tau",201204222,1,"Tau"
"3778",3508,"SAMOA","Tau",201204222,2,"Tau"
"3779",3509,"SAMOA","Tau",201204222,3,"Tau"
"3780",3510,"SAMOA","Tau",201204222,4,"Tau"
"3781",3511,"SAMOA","Tau",201204222,5,"Tau"
"3782",3512,"SAMOA","Tau",201204222,6,"Tau"
"3783",3513,"SAMOA","Tau",201204222,7,"Tau"
"3784",3514,"SAMOA","Tau",201204222,8,"Tau"
"3785",3515,"SAMOA","Tau",201204222,9,"Tau"
